Case_Type,Cases,Difference,Date,Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count,People_Total_Tested_Count,People_Hospitalized_Cumulative_Count,Data_Source,Prep_Flow_Runtime
Deaths,1,0,3/9/2020,"Jiangxi, China",China,Jiangxi,,CN,CHN,,27.614,115.7221,46480000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,4611,449,4/1/2020,"Quebec, Canada",Canada,Quebec,,CA,CAN,,52.9399,-73.5491,8537674,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,3/18/2020,"Inner Mongolia, China",China,Inner Mongolia,,CN,CHN,,44.0935,113.9448,25340000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/22/2020,"Macau, China",China,Macau,,MO,MAC,,22.1667,113.55,649342,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/3/2020,Trinidad and Tobago,Trinidad and Tobago,N/A,,TT,TTO,,10.6918,-61.2225,1399491,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,153,12,3/26/2020,Vietnam,Vietnam,N/A,,VN,VNM,,14.058324,108.277199,97338583,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/16/2020,"Alberta, Canada",Canada,Alberta,,CA,CAN,,53.9333,-116.5765,4413146,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/13/2020,"Shanxi, China",China,Shanxi,,CN,CHN,,37.5777,112.2922,37180000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,10,3,3/26/2020,Niger,Niger,N/A,,NE,NER,,17.607789,8.081666,24206636,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/28/2020,"Fujian, China",China,Fujian,,CN,CHN,,26.0789,117.9874,39410000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,33,0,2/14/2020,Thailand,Thailand,N/A,,TH,THA,,15.870032,100.992541,69799978,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/14/2020,Sierra Leone,Sierra Leone,N/A,,SL,SLE,,8.460555,-11.779889,7976985,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/14/2020,Chad,Chad,N/A,,TD,TCD,,15.4542,18.7322,16425859,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/4/2020,Luxembourg,Luxembourg,N/A,,LU,LUX,,49.8153,6.1296,625976,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,550,0,3/30/2020,"Sichuan, China",China,Sichuan,,CN,CHN,,30.6171,102.7103,83410000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/3/2020,Nigeria,Nigeria,N/A,,NG,NGA,,9.082,8.6753,206139587,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/4/2020,Eritrea,Eritrea,N/A,,ER,ERI,,15.1794,39.7823,3546427,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/25/2020,Kuwait,Kuwait,N/A,,KW,KWT,,29.31166,47.481766,4270563,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/29/2020,Papua New Guinea,Papua New Guinea,N/A,,PG,PNG,,-6.314993,143.95555,8947027,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/1/2020,"Shanxi, China",China,Shanxi,,CN,CHN,,37.5777,112.2922,37180000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/8/2020,Latvia,Latvia,N/A,,LV,LVA,,56.8796,24.6032,1886202,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/5/2020,Niger,Niger,N/A,,NE,NER,,17.607789,8.081666,24206636,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,25,4,4/3/2020,Saudi Arabia,Saudi Arabia,N/A,,SA,SAU,,23.885942,45.079162,34813867,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,707,71,3/26/2020,Philippines,Philippines,N/A,,PH,PHL,,12.879721,121.774017,109581085,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/17/2020,Oman,Oman,N/A,,OM,OMN,,21.512583,55.923255,5106622,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/13/2020,Cambodia,Cambodia,N/A,,KH,KHM,,11.55,104.9167,16718971,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/23/2020,Uganda,Uganda,N/A,,UG,UGA,,1.373333,32.290275,45741000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/25/2020,Estonia,Estonia,N/A,,EE,EST,,58.5953,25.0136,1326539,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/27/2020,"Macau, China",China,Macau,,MO,MAC,,22.1667,113.55,649342,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,2/18/2020,Japan,Japan,N/A,,JP,JPN,,36.204824,138.252924,126476458,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/23/2020,"Nova Scotia, Canada",Canada,Nova Scotia,,CA,CAN,,44.682,-63.7443,977457,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,36,3,4/15/2020,Belarus,Belarus,N/A,,BY,BLR,,53.7098,27.9534,9449321,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/18/2020,Turkey,Turkey,N/A,,TR,TUR,,38.9637,35.2433,84339067,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,2/4/2020,"Sichuan, China",China,Sichuan,,CN,CHN,,30.6171,102.7103,83410000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3977,185,4/20/2020,Colombia,Colombia,N/A,,CO,COL,,4.5709,-74.2973,50882884,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,337,0,2/29/2020,"Shanghai, China",China,Shanghai,,CN,CHN,,31.202,121.4491,24240000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,355,1,4/18/2020,"Fujian, China",China,Fujian,,CN,CHN,,26.0789,117.9874,39410000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/22/2020,"Turks and Caicos Islands, United Kingdom",United Kingdom,Turks and Caicos Islands,,TC,TCA,,21.694,-71.7979,38718,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/22/2020,Timor-Leste,Timor-Leste,N/A,,TL,TLS,,-8.874217,125.727539,1318442,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,145,0,4/6/2020,Kosovo,Kosovo,N/A,,XK,XKS,,42.602636,20.902977,1810366,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/13/2020,"Manitoba, Canada",Canada,Manitoba,,CA,CAN,,53.7609,-98.8139,1377517,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,5453,290,4/18/2020,Belgium,Belgium,N/A,,BE,BEL,,50.8333,4.469936,11589616,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/2/2020,"Prince Edward Island, Canada",Canada,Prince Edward Island,,CA,CAN,,46.5107,-63.4168,158158,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/29/2020,Dominican Republic,Dominican Republic,N/A,,DO,DOM,,18.7357,-70.1627,10847904,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,1,4/8/2020,Antigua and Barbuda,Antigua and Barbuda,N/A,,AG,ATG,,17.0608,-61.7964,97928,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/1/2020,Sierra Leone,Sierra Leone,N/A,,SL,SLE,,8.460555,-11.779889,7976985,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/27/2020,Bangladesh,Bangladesh,N/A,,BD,BGD,,23.685,90.3563,164689383,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/5/2020,"Saint Barthelemy, France",France,Saint Barthelemy,,BL,BLM,,17.9,-62.8333,9885,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,8418,351,4/18/2020,Romania,Romania,N/A,,RO,ROU,,45.9432,24.9668,19237682,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/31/2020,New Zealand,New Zealand,N/A,,NZ,NZL,,-40.9006,174.886,4822233,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,22,0,3/10/2020,"Henan, China",China,Henan,,CN,CHN,,33.882,113.614,96050000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,3/4/2020,Monaco,Monaco,N/A,,MC,MCO,,43.7333,7.4167,39244,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,3/28/2020,Paraguay,Paraguay,N/A,,PY,PRY,,-23.4425,-58.4438,7132530,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,267,57,3/18/2020,"New South Wales, Australia",Australia,New South Wales,,AU,AUS,,-33.8688,151.2093,8118000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/19/2020,Venezuela,Venezuela,N/A,,VE,VEN,,6.4238,-66.5897,28435943,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/26/2020,Serbia,Serbia,N/A,,RS,SRB,,44.0165,21.0059,8737370,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1875,104,4/2/2020,Thailand,Thailand,N/A,,TH,THA,,15.870032,100.992541,69799978,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/26/2020,Slovenia,Slovenia,N/A,,SI,SVN,,46.1512,14.9955,2078932,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/31/2020,Zambia,Zambia,N/A,,ZM,ZMB,,-13.133897,27.849332,18383956,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/5/2020,Malaysia,Malaysia,N/A,,MY,MYS,,4.210484,101.975766,32365998,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/11/2020,Malawi,Malawi,N/A,,MW,MWI,,-13.2543,34.3015,19129955,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/1/2020,South Sudan,South Sudan,N/A,,SS,SSD,,6.877,31.307,11193729,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/18/2020,Liberia,Liberia,N/A,,LR,LBR,,6.428055,-9.429499,5057677,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/4/2020,Haiti,Haiti,N/A,,HT,HTI,,18.9712,-72.2852,11402533,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/6/2020,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,N/A,,VC,VCT,,12.9843,-61.2872,110947,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/31/2020,Bolivia,Bolivia,N/A,,BO,BOL,,-16.2902,-63.5887,11673029,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/14/2020,Mozambique,Mozambique,N/A,,MZ,MOZ,,-18.665695,35.529562,31255435,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,4/8/2020,Zambia,Zambia,N/A,,ZM,ZMB,,-13.133897,27.849332,18383956,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/27/2020,Botswana,Botswana,N/A,,BW,BWA,,-22.3285,24.6849,2351625,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1295,63,4/15/2020,Kazakhstan,Kazakhstan,N/A,,KZ,KAZ,,48.0196,66.9237,18776707,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/25/2020,"Saint Pierre and Miquelon, France",France,Saint Pierre and Miquelon,,PM,SPM,,46.8852,-56.3159,5795,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/31/2020,Mongolia,Mongolia,N/A,,MN,MNG,,46.8625,103.8467,3278292,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/3/2020,Togo,Togo,N/A,,TG,TGO,,8.6195,0.8248,8278737,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/5/2020,Namibia,Namibia,N/A,,NA,NAM,,-22.9576,18.4904,2540916,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/13/2020,Libya,Libya,N/A,,LY,LBY,,26.3351,17.228331,6871287,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,4,0,4/13/2020,Barbados,Barbados,N/A,,BB,BRB,,13.1939,-59.5432,287371,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,133,0,3/4/2020,"Shanxi, China",China,Shanxi,,CN,CHN,,37.5777,112.2922,37180000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/4/2020,Holy See,Holy See,N/A,,VA,VAT,,41.9029,12.4534,809,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,74,11,4/15/2020,Burma,Burma,N/A,,MM,MMR,,21.9162,95.956,54409794,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,106,36,1/28/2020,"Anhui, China",China,Anhui,,CN,CHN,,31.8257,117.2264,63240000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/9/2020,Sudan,Sudan,N/A,,SD,SDN,,12.8628,30.2176,43849269,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,83,10,4/5/2020,Peru,Peru,N/A,,PE,PER,,-9.19,-75.0152,32971846,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,9,2,3/19/2020,Trinidad and Tobago,Trinidad and Tobago,N/A,,TT,TTO,,10.6918,-61.2225,1399491,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/28/2020,"Newfoundland and Labrador, Canada",Canada,Newfoundland and Labrador,,CA,CAN,,53.1355,-57.6604,521365,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,5,0,4/16/2020,"Bermuda, United Kingdom",United Kingdom,Bermuda,,BM,BMU,,32.3078,-64.7505,62273,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,8,0,3/25/2020,"Guangdong, China",China,Guangdong,,CN,CHN,,23.3417,113.4244,113460000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,936,0,3/27/2020,"Jiangxi, China",China,Jiangxi,,CN,CHN,,27.614,115.7221,46480000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/26/2020,Israel,Israel,N/A,,IL,ISR,,31.046051,34.851612,8655541,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/4/2020,Laos,Laos,N/A,,LA,LAO,,19.85627,102.495496,7275556,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1227,12,3/14/2020,"Zhejiang, China",China,Zhejiang,,CN,CHN,,29.1832,120.0934,57370000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,7,0,4/11/2020,Kenya,Kenya,N/A,,KE,KEN,,-0.0236,37.9062,53771300,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,2/9/2020,Sri Lanka,Sri Lanka,N/A,,LK,LKA,,7.873054,80.771797,21413250,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,130,1,2/17/2020,"Shanxi, China",China,Shanxi,,CN,CHN,,37.5777,112.2922,37180000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/23/2020,Honduras,Honduras,N/A,,HN,HND,,15.2,-86.2419,9904608,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,4,0,2/20/2020,"New South Wales, Australia",Australia,New South Wales,,AU,AUS,,-33.8688,151.2093,8118000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/5/2020,Liberia,Liberia,N/A,,LR,LBR,,6.428055,-9.429499,5057677,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,2/5/2020,Sri Lanka,Sri Lanka,N/A,,LK,LKA,,7.873054,80.771797,21413250,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,10,2,2/4/2020,"Macau, China",China,Macau,,MO,MAC,,22.1667,113.55,649342,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,377,92,3/5/2020,France,France,N/A,,FR,FRA,,46.2276,2.2137,65273512,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/15/2020,"Turks and Caicos Islands, United Kingdom",United Kingdom,Turks and Caicos Islands,,TC,TCA,,21.694,-71.7979,38718,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,136,10,3/23/2020,Bosnia and Herzegovina,Bosnia and Herzegovina,N/A,,BA,BIH,,43.9159,17.6791,3280815,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,21,3,4/13/2020,Afghanistan,Afghanistan,N/A,,AF,AFG,,33.93911,67.709953,38928341,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,10,0,3/20/2020,"Tasmania, Australia",Australia,Tasmania,,AU,AUS,,-42.8821,147.3272,535500,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/18/2020,Namibia,Namibia,N/A,,NA,NAM,,-22.9576,18.4904,2540916,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,1,4/1/2020,"Sint Maarten, Netherlands",Netherlands,Sint Maarten,,SX,SXM,,18.0425,-63.0548,42882,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,443,12,4/18/2020,Austria,Austria,N/A,,AT,AUT,,47.5162,14.5501,9006400,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,3/21/2020,Morocco,Morocco,N/A,,MA,MAR,,31.7917,-7.0926,36910558,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,732,0,4/18/2020,Djibouti,Djibouti,N/A,,DJ,DJI,,11.8251,42.5903,988002,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/27/2020,Guinea-Bissau,Guinea-Bissau,N/A,,GW,GNB,,11.8037,-15.1804,1967998,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,6302,0,4/18/2020,United Arab Emirates,United Arab Emirates,N/A,,AE,ARE,,23.424076,53.847818,9890400,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/21/2020,"Montserrat, United Kingdom",United Kingdom,Montserrat,,MS,MSR,,16.742498,-62.187366,4999,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,25,1,4/10/2020,Bulgaria,Bulgaria,N/A,,BG,BGR,,42.7339,25.4858,6948445,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,3/17/2020,Sudan,Sudan,N/A,,SD,SDN,,12.8628,30.2176,43849269,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,6159,786,4/7/2020,United Kingdom,United Kingdom,N/A,,GB,GBR,,55.3781,-3.436,67886004,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
